,Name,Resale,Lolibrary
1168,AP Milky Cross JSK with Headbow set Sax,$170 ,https://lolibrary.org/items/ap-milky-cross-jsk
1169,AATP White Rabbit Salopette,NA,https://lolibrary.org/items/aatp-white-rabbit-salopette-1
1170,Chocolat du musee ,NA,https://lolibrary.org/items/ap-musee-du-chocolat-low-waist-jsk
1171,Bodyline Floral dress,NA,NA
1172,AP Baked Sweets Parade JSK in mint,$150 ,https://lolibrary.org/items/ap-baked-sweets-parade-jsk
1173,Innocent World Fairy Tale OP,NA,https://lolibrary.org/items/iw-fairy-tale-op-2015
1174,Angelic Pretty Crystal Dream Carnival JSK in lavender ,NA,NA
1175,Meta Underbust JSK,$50 ,NA
1176,[NWOT] Infanta- Rose Cathedral Chiffon OP,NA,http://lolibrary.org/apparel/infanta-rose-cathedral-chiffon-op
1177,Angelic Pretty Melty Ribbon Chocolate Jsk Mocha size M,$500 ,https://lolibrary.org/items/ap-melty-ribbon-chocolate-collar-jsk
1178,Innocent World Glitter Seraphim JSK (Long),NA,https://lolibrary.org/items/iw-glitter-seraphim-jsk
1179,Innocent World Chemical Lace Flare OP (large),NA,https://lolibrary.org/items/iw-chemical-lace-flare-op
1180,Operalia Bouquet JSK,NA,https://lolibrary.org/items/aatp-operalia-bouquet-jsk
1181,R-Series Ribbon Cookies JSK Type B in Navy,$135 ,https://lolibrary.org/items/taobao-r-series-ribbon-cookies-jsk-type-b
1182,Tragedy Night Green JSK,$70 ,NA
1183,Phalloides&Lymantridac ,€70,NA
1184,Baby BTSSB Full Of Stars “Bright Starry Night” JSK Ⅱ Lavender,NA,https://lolibrary.org/items/btssb-full-of-stars-bright-starry-night-jsk
1185,Angelic Pretty Marine Border JSK in navy,$67 ,https://lolibrary.org/items/ap-marine-border-jsk
1186,Princess cat JSK,€251,https://lolibrary.org/items/ap-princess-cat-peplum-jsk
1187,Innocent World Tea Time Corset JSK,$270 ,https://lolibrary.org/items/iw-tea-time-corset-jsk
1188,"Misty Morning Sea Breeze JSK, plus Bolero",$72 ,NA
